Case_ID,Age_Group,Gender,Income_Bracket,Vulnerability_Category,Case_Type,Case_Sub_Type,Jurisdiction_Level,Legal_Aid_Modality,State,Filing_Year,Hearing_Count,Adjournment_Count,Resolution_Time,Delay_Flag,Outcome_Disparity,Aid_Disparity
3914,36-50,Male,Unknown,SC/ST,Other,Miscellaneous,State,Self_Represented,UT_6,2019,4,0,3–6 mo,0,1,0
3915,51-65,Other,Unknown,Senior_Citizen,Criminal,Sentencing,Supreme_Court,Self_Represented,State_12,2020,5,2,12-24 mo,1,0,1
3916,51-65,Female,Unknown,None,Property_Dispute,Property_Division,District,Full_Aid,State_15,2023,11,1,≤3 mo,0,0,0
3917,18-25,Other,Unknown,None,Civil,Tort,Supreme_Court,Pro_Bono,State_11,2019,3,3,≤3 mo,0,1,1
3918,26-35,Other,Unknown,Senior_Citizen,Civil,Family,State,Pro_Bono,State_5,2022,6,3,3–6 mo,0,0,0
3919,26-35,Male,Unknown,Minority,Labor/Employment,Wages,State,Full_Aid,State_5,2020,5,1,>24 mo,1,1,0
3920,65+,Female,Low_Income,None,Other,Miscellaneous,District,Full_Aid,State_14,2021,5,3,6–12 mo,0,0,0
3921,26-35,Male,Unknown,None,Property_Dispute,Land_Dispute,District,Full_Aid,UT_2,2018,8,1,≤3 mo,0,0,0
3922,51-65,Male,Unknown,Person_with_Disability,Criminal,Appeal,Supreme_Court,Self_Represented,State_4,2022,3,1,6–12 mo,0,1,0
3923,18-25,Female,Unknown,Minority,Labor/Employment,Unfair_Dismissal,State,Self_Represented,State_20,2021,4,2,≤3 mo,0,1,0
3924,65+,Other,High_Income,Person_with_Disability,Property_Dispute,Land_Dispute,District,Self_Represented,State_4,2018,6,1,≤3 mo,0,0,0
3925,51-65,Female,Below_Poverty_Line,None,Criminal,Sentencing,District,Full_Aid,UT_6,2020,8,3,3–6 mo,0,1,0
3926,18-25,Male,Below_Poverty_Line,Minority,Domestic_Violence,Maintenance,District,Partial_Aid,State_26,2022,10,3,6–12 mo,0,1,1
3927,18-25,Male,Below_Poverty_Line,None,Criminal,Sentencing,State,Pro_Bono,State_8,2018,3,1,3–6 mo,0,0,0
3928,51-65,Male,Below_Poverty_Line,SC/ST,Property_Dispute,Tenant_Landlord,High_Court,Full_Aid,State_6,2021,9,5,12-24 mo,1,0,0
3929,36-50,Male,Unknown,Person_with_Disability,Property_Dispute,Land_Dispute,High_Court,Self_Represented,State_8,2021,3,2,≤3 mo,0,1,0
3930,18-25,Male,Middle_Income,Senior_Citizen,Property_Dispute,Tenant_Landlord,Supreme_Court,Pro_Bono,State_21,2018,9,3,6–12 mo,0,1,0
3931,18-25,Other,Low_Income,Senior_Citizen,Property_Dispute,Tenant_Landlord,District,Pro_Bono,UT_2,2020,7,1,3–6 mo,0,1,0
3932,36-50,Male,Middle_Income,Minority,Labor/Employment,Wages,State,Pro_Bono,State_12,2019,5,3,>24 mo,1,0,0
3933,51-65,Female,Below_Poverty_Line,Minority,Domestic_Violence,Protection_Order,State,Full_Aid,State_26,2018,9,3,12-24 mo,1,1,1
3934,65+,Female,High_Income,Person_with_Disability,Other,Miscellaneous,High_Court,Pro_Bono,UT_6,2019,10,1,>24 mo,1,0,0
3935,26-35,Other,Below_Poverty_Line,SC/ST,Property_Dispute,Tenant_Landlord,Supreme_Court,Partial_Aid,State_3,2023,8,3,>24 mo,1,1,0
3936,51-65,Male,Unknown,Person_with_Disability,Criminal,Acquittal,Supreme_Court,Pro_Bono,State_5,2023,4,4,>24 mo,1,1,0
3937,65+,Female,Middle_Income,Senior_Citizen,Other,Miscellaneous,High_Court,Self_Represented,State_23,2021,5,2,≤3 mo,0,1,0
3938,51-65,Male,Middle_Income,Minority,Property_Dispute,Land_Dispute,Supreme_Court,Partial_Aid,State_12,2022,10,1,3–6 mo,0,0,1
3939,26-35,Female,High_Income,Person_with_Disability,Property_Dispute,Property_Division,High_Court,Partial_Aid,UT_4,2020,11,2,3–6 mo,0,0,0
3940,36-50,Other,Middle_Income,SC/ST,Domestic_Violence,Protection_Order,District,Partial_Aid,State_7,2020,4,2,>24 mo,1,1,0
3941,65+,Female,Middle_Income,Minority,Civil,Tort,State,Partial_Aid,State_16,2020,4,1,3–6 mo,0,0,0
3942,51-65,Female,Unknown,Minority,Domestic_Violence,Child_Custody,High_Court,Self_Represented,State_24,2020,9,0,6–12 mo,0,1,1
3943,26-35,Other,Unknown,None,Criminal,Bail,State,Partial_Aid,UT_2,2023,3,3,6–12 mo,0,1,0
3944,51-65,Female,Below_Poverty_Line,SC/ST,Property_Dispute,Land_Dispute,District,Full_Aid,State_23,2023,9,2,≤3 mo,0,0,0
3945,26-35,Male,Middle_Income,Minority,Civil,Consumer,State,Full_Aid,State_8,2020,3,2,6–12 mo,0,0,0
3946,65+,Male,High_Income,Minority,Civil,Family,High_Court,Full_Aid,State_24,2021,6,1,6–12 mo,0,0,0
3947,18-25,Female,Below_Poverty_Line,SC/ST,Other,Miscellaneous,District,Full_Aid,State_17,2020,5,3,12-24 mo,1,1,0
3948,26-35,Male,High_Income,Senior_Citizen,Labor/Employment,Workplace_Harassment,High_Court,Partial_Aid,UT_1,2023,4,3,≤3 mo,0,0,0
3949,65+,Male,High_Income,Minority,Domestic_Violence,Child_Custody,Supreme_Court,Self_Represented,State_15,2023,6,3,≤3 mo,0,1,1
3950,18-25,Female,Middle_Income,Minority,Civil,Family,District,Pro_Bono,State_7,2020,4,3,≤3 mo,0,1,0
3951,26-35,Other,Low_Income,SC/ST,Labor/Employment,Workplace_Harassment,High_Court,Self_Represented,State_8,2020,4,4,6–12 mo,0,0,0
3952,65+,Other,Below_Poverty_Line,Person_with_Disability,Labor/Employment,Unfair_Dismissal,State,Pro_Bono,State_20,2018,10,7,3–6 mo,0,0,0
3953,65+,Other,Middle_Income,Person_with_Disability,Property_Dispute,Land_Dispute,Supreme_Court,Partial_Aid,State_20,2020,6,2,3–6 mo,0,0,0
3954,65+,Other,Low_Income,Minority,Property_Dispute,Property_Division,High_Court,Pro_Bono,State_2,2023,10,1,3–6 mo,0,1,1
3955,18-25,Female,Unknown,None,Labor/Employment,Wages,District,Self_Represented,UT_1,2022,5,1,>24 mo,1,0,0
3956,18-25,Other,Middle_Income,Person_with_Disability,Other,Miscellaneous,Supreme_Court,Partial_Aid,State_28,2022,2,2,12-24 mo,1,1,0
3957,26-35,Other,Below_Poverty_Line,SC/ST,Other,Miscellaneous,High_Court,Pro_Bono,State_13,2022,4,6,12-24 mo,1,0,0
3958,26-35,Female,High_Income,Minority,Criminal,Acquittal,High_Court,Partial_Aid,State_20,2020,4,4,3–6 mo,0,0,1
3959,18-25,Other,Below_Poverty_Line,SC/ST,Labor/Employment,Unfair_Dismissal,District,Self_Represented,State_16,2023,7,4,12-24 mo,1,1,0
3960,65+,Other,Low_Income,SC/ST,Property_Dispute,Land_Dispute,High_Court,Self_Represented,State_20,2020,11,1,>24 mo,1,0,0
3961,51-65,Male,Low_Income,Senior_Citizen,Other,Miscellaneous,High_Court,Full_Aid,State_4,2020,2,1,3–6 mo,0,0,0
3962,26-35,Female,High_Income,Minority,Other,Miscellaneous,State,Self_Represented,State_18,2019,4,1,≤3 mo,0,0,0
3963,26-35,Male,Unknown,None,Domestic_Violence,Child_Custody,Supreme_Court,Pro_Bono,State_10,2023,1,1,3–6 mo,0,0,0
3964,51-65,Other,High_Income,Minority,Criminal,Sentencing,High_Court,Full_Aid,State_25,2021,5,4,≤3 mo,0,0,0
3965,65+,Female,High_Income,None,Property_Dispute,Tenant_Landlord,High_Court,Pro_Bono,State_6,2021,9,1,12-24 mo,1,1,0
3966,18-25,Male,Middle_Income,Person_with_Disability,Other,Miscellaneous,High_Court,Full_Aid,State_11,2021,7,2,≤3 mo,0,1,1
3967,18-25,Other,Low_Income,Person_with_Disability,Domestic_Violence,Maintenance,State,Pro_Bono,State_8,2022,5,1,12-24 mo,1,1,0
3968,51-65,Female,High_Income,SC/ST,Domestic_Violence,Protection_Order,Supreme_Court,Partial_Aid,UT_5,2021,5,3,>24 mo,1,0,0
3969,36-50,Female,Low_Income,SC/ST,Criminal,Sentencing,High_Court,Pro_Bono,UT_1,2023,6,3,3–6 mo,0,1,0
3970,51-65,Other,Middle_Income,SC/ST,Civil,Tort,District,Self_Represented,State_16,2019,6,1,3–6 mo,0,1,0
3971,26-35,Other,High_Income,Minority,Criminal,Appeal,Supreme_Court,Pro_Bono,UT_2,2023,7,1,3–6 mo,0,1,1
3972,18-25,Male,Middle_Income,SC/ST,Labor/Employment,Workplace_Harassment,Supreme_Court,Self_Represented,State_28,2018,4,1,6–12 mo,0,0,0
3973,65+,Female,Low_Income,Person_with_Disability,Criminal,Bail,Supreme_Court,Self_Represented,State_24,2020,6,0,6–12 mo,0,1,0
3974,36-50,Female,Middle_Income,SC/ST,Other,Miscellaneous,District,Partial_Aid,State_18,2018,3,5,3–6 mo,0,1,0
3975,36-50,Other,Low_Income,Senior_Citizen,Civil,Family,District,Full_Aid,State_1,2018,3,2,6–12 mo,0,1,0
3976,51-65,Male,High_Income,Minority,Civil,Contract,State,Partial_Aid,UT_3,2018,9,3,6–12 mo,0,0,0
3977,65+,Male,Unknown,None,Labor/Employment,Workplace_Harassment,State,Full_Aid,State_27,2020,6,0,12-24 mo,1,0,0
3978,51-65,Other,Below_Poverty_Line,SC/ST,Civil,Contract,Supreme_Court,Self_Represented,State_21,2023,7,7,>24 mo,1,1,0
3979,18-25,Female,Low_Income,None,Civil,Tort,State,Full_Aid,State_26,2021,5,1,12-24 mo,1,0,0
3980,18-25,Male,Below_Poverty_Line,None,Labor/Employment,Unfair_Dismissal,State,Full_Aid,State_16,2020,2,3,>24 mo,1,0,0
3981,26-35,Female,Middle_Income,None,Domestic_Violence,Child_Custody,Supreme_Court,Pro_Bono,State_5,2018,14,2,≤3 mo,0,1,0
3982,51-65,Other,Middle_Income,SC/ST,Labor/Employment,Wages,District,Self_Represented,State_11,2021,4,2,>24 mo,1,1,0
3983,51-65,Male,Unknown,SC/ST,Other,Miscellaneous,High_Court,Full_Aid,State_15,2020,7,2,12-24 mo,1,1,1
3984,51-65,Female,Unknown,Person_with_Disability,Other,Miscellaneous,High_Court,Self_Represented,State_20,2023,3,3,3–6 mo,0,0,0
3985,36-50,Other,Low_Income,SC/ST,Civil,Family,State,Partial_Aid,State_7,2019,4,7,3–6 mo,0,0,0
3986,51-65,Female,Below_Poverty_Line,Senior_Citizen,Criminal,Acquittal,District,Pro_Bono,State_5,2019,8,5,6–12 mo,0,0,1
3987,51-65,Female,High_Income,None,Civil,Family,State,Self_Represented,State_18,2020,2,2,3–6 mo,0,1,0
3988,26-35,Female,Low_Income,None,Other,Miscellaneous,High_Court,Full_Aid,State_2,2021,4,2,3–6 mo,0,0,1
3989,65+,Female,High_Income,Person_with_Disability,Property_Dispute,Property_Division,State,Full_Aid,State_27,2021,9,2,≤3 mo,0,0,0
3990,51-65,Female,High_Income,Person_with_Disability,Property_Dispute,Property_Division,District,Full_Aid,UT_8,2020,7,2,>24 mo,1,0,0
3991,18-25,Other,Low_Income,SC/ST,Criminal,Acquittal,High_Court,Full_Aid,State_16,2020,9,6,6–12 mo,0,1,0
3992,18-25,Female,Low_Income,Minority,Criminal,Acquittal,District,Full_Aid,State_28,2021,6,1,3–6 mo,0,0,1
3993,65+,Female,High_Income,None,Civil,Family,Supreme_Court,Pro_Bono,State_23,2022,3,7,6–12 mo,0,0,0
3994,36-50,Female,Unknown,Person_with_Disability,Criminal,Bail,High_Court,Full_Aid,UT_2,2022,6,2,3–6 mo,0,1,0
3995,18-25,Female,Unknown,Minority,Domestic_Violence,Divorce,District,Full_Aid,UT_7,2023,12,3,6–12 mo,0,0,0
3996,26-35,Female,Unknown,Person_with_Disability,Labor/Employment,Workplace_Harassment,Supreme_Court,Pro_Bono,State_10,2018,3,0,12-24 mo,1,0,0
3997,36-50,Male,Low_Income,SC/ST,Property_Dispute,Land_Dispute,High_Court,Full_Aid,State_7,2020,4,1,≤3 mo,0,0,0
3998,36-50,Male,Low_Income,Minority,Property_Dispute,Land_Dispute,High_Court,Pro_Bono,UT_3,2021,8,3,>24 mo,1,0,1
3999,18-25,Other,Middle_Income,None,Domestic_Violence,Child_Custody,District,Pro_Bono,State_21,2019,5,0,3–6 mo,0,0,0
4000,26-35,Other,Unknown,Person_with_Disability,Labor/Employment,Unfair_Dismissal,Supreme_Court,Partial_Aid,State_8,2023,4,3,≤3 mo,0,0,0
4001,51-65,Male,Middle_Income,Minority,Criminal,Appeal,State,Partial_Aid,State_20,2022,4,2,6–12 mo,0,0,0
4002,36-50,Male,Below_Poverty_Line,Minority,Criminal,Bail,High_Court,Full_Aid,State_20,2018,5,3,≤3 mo,0,0,0
4003,51-65,Male,Low_Income,Person_with_Disability,Other,Miscellaneous,State,Partial_Aid,UT_4,2023,5,1,12-24 mo,1,1,0
4004,26-35,Female,Below_Poverty_Line,Senior_Citizen,Other,Miscellaneous,District,Self_Represented,State_26,2019,2,3,3–6 mo,0,0,0
4005,36-50,Other,Low_Income,None,Domestic_Violence,Protection_Order,District,Full_Aid,UT_4,2019,4,2,3–6 mo,0,0,1
4006,36-50,Male,High_Income,Senior_Citizen,Criminal,Sentencing,Supreme_Court,Partial_Aid,State_6,2019,3,2,12-24 mo,1,0,0
4007,36-50,Other,High_Income,SC/ST,Civil,Family,High_Court,Full_Aid,State_26,2021,2,1,12-24 mo,1,1,0
4008,51-65,Female,Unknown,Person_with_Disability,Civil,Family,State,Partial_Aid,UT_1,2022,6,1,3–6 mo,0,0,0
4009,51-65,Male,Low_Income,SC/ST,Civil,Tort,District,Self_Represented,State_25,2023,4,2,≤3 mo,0,0,0
4010,51-65,Other,Below_Poverty_Line,SC/ST,Domestic_Violence,Maintenance,Supreme_Court,Self_Represented,State_11,2023,5,7,>24 mo,1,1,0
4011,36-50,Male,Below_Poverty_Line,SC/ST,Domestic_Violence,Child_Custody,District,Self_Represented,State_19,2021,6,2,3–6 mo,0,0,0
4012,65+,Male,Unknown,Person_with_Disability,Civil,Consumer,Supreme_Court,Pro_Bono,State_13,2023,5,5,12-24 mo,1,0,1
4013,51-65,Other,High_Income,None,Labor/Employment,Wages,State,Self_Represented,State_24,2020,5,1,6–12 mo,0,0,0
4014,36-50,Female,High_Income,Person_with_Disability,Property_Dispute,Land_Dispute,District,Partial_Aid,State_17,2023,7,2,3–6 mo,0,1,0
4015,18-25,Male,Low_Income,Minority,Domestic_Violence,Divorce,Supreme_Court,Pro_Bono,State_2,2020,9,2,12-24 mo,1,1,0
4016,26-35,Other,Middle_Income,SC/ST,Civil,Consumer,High_Court,Pro_Bono,UT_1,2019,3,2,12-24 mo,1,0,0
4017,26-35,Male,Middle_Income,Person_with_Disability,Labor/Employment,Unfair_Dismissal,District,Partial_Aid,UT_8,2019,4,4,6–12 mo,0,1,0
4018,18-25,Male,Low_Income,Senior_Citizen,Property_Dispute,Tenant_Landlord,Supreme_Court,Pro_Bono,State_8,2023,7,3,12-24 mo,1,0,0
4019,65+,Female,Unknown,Minority,Other,Miscellaneous,State,Partial_Aid,UT_5,2019,2,1,6–12 mo,0,1,0
4020,65+,Male,Unknown,Person_with_Disability,Civil,Tort,High_Court,Full_Aid,UT_1,2019,5,1,6–12 mo,0,0,0
4021,51-65,Female,Low_Income,Minority,Domestic_Violence,Divorce,District,Self_Represented,State_16,2021,15,1,3–6 mo,0,1,0
4022,26-35,Male,Unknown,None,Civil,Contract,Supreme_Court,Pro_Bono,State_26,2018,5,2,≤3 mo,0,0,0
4023,65+,Other,Middle_Income,SC/ST,Civil,Family,Supreme_Court,Partial_Aid,State_10,2021,5,0,3–6 mo,0,1,1
4024,18-25,Female,High_Income,Person_with_Disability,Labor/Employment,Workplace_Harassment,Supreme_Court,Self_Represented,UT_1,2023,5,2,6–12 mo,0,0,1
4025,18-25,Other,Below_Poverty_Line,Senior_Citizen,Other,Miscellaneous,High_Court,Self_Represented,UT_5,2022,4,1,≤3 mo,0,1,0
4026,51-65,Female,Below_Poverty_Line,Person_with_Disability,Domestic_Violence,Divorce,State,Self_Represented,State_8,2018,10,3,12-24 mo,1,1,0
4027,51-65,Female,Low_Income,Person_with_Disability,Property_Dispute,Land_Dispute,High_Court,Full_Aid,UT_7,2021,5,3,≤3 mo,0,0,0
4028,18-25,Female,Low_Income,Senior_Citizen,Labor/Employment,Wages,High_Court,Self_Represented,State_26,2019,4,1,3–6 mo,0,0,1
4029,51-65,Other,Unknown,Senior_Citizen,Criminal,Bail,Supreme_Court,Partial_Aid,UT_8,2023,5,2,≤3 mo,0,0,0
4030,36-50,Other,Below_Poverty_Line,SC/ST,Civil,Family,Supreme_Court,Partial_Aid,State_18,2023,5,3,3–6 mo,0,0,0
4031,18-25,Female,Unknown,SC/ST,Property_Dispute,Tenant_Landlord,Supreme_Court,Partial_Aid,State_23,2023,9,1,3–6 mo,0,1,0
4032,36-50,Male,High_Income,Senior_Citizen,Civil,Family,District,Full_Aid,UT_4,2021,6,3,6–12 mo,0,0,0
4033,26-35,Male,Low_Income,Minority,Other,Miscellaneous,High_Court,Self_Represented,State_6,2020,4,3,≤3 mo,0,0,1
4034,51-65,Male,Low_Income,Person_with_Disability,Property_Dispute,Tenant_Landlord,District,Self_Represented,State_27,2022,9,4,>24 mo,1,0,0
4035,65+,Other,Below_Poverty_Line,Senior_Citizen,Criminal,Appeal,High_Court,Partial_Aid,UT_8,2021,5,2,6–12 mo,0,1,0
4036,65+,Male,Low_Income,SC/ST,Labor/Employment,Unfair_Dismissal,District,Full_Aid,State_2,2021,7,0,6–12 mo,0,0,0
4037,36-50,Other,Middle_Income,None,Domestic_Violence,Maintenance,State,Pro_Bono,State_17,2020,5,2,3–6 mo,0,0,0
4038,26-35,Male,Middle_Income,None,Civil,Consumer,High_Court,Full_Aid,State_13,2022,5,3,6–12 mo,0,0,0
4039,51-65,Female,Unknown,None,Domestic_Violence,Maintenance,District,Partial_Aid,UT_8,2018,10,2,>24 mo,1,0,1
4040,18-25,Female,High_Income,None,Property_Dispute,Tenant_Landlord,District,Full_Aid,State_28,2019,10,2,≤3 mo,0,0,1
4041,26-35,Other,High_Income,Senior_Citizen,Criminal,Bail,District,Self_Represented,State_13,2018,5,3,6–12 mo,0,0,0
4042,65+,Male,Below_Poverty_Line,Senior_Citizen,Property_Dispute,Land_Dispute,Supreme_Court,Self_Represented,State_9,2022,8,3,12-24 mo,1,1,0
4043,65+,Female,Below_Poverty_Line,Senior_Citizen,Domestic_Violence,Protection_Order,High_Court,Full_Aid,State_21,2021,13,3,6–12 mo,0,0,0
4044,65+,Male,Low_Income,Person_with_Disability,Criminal,Appeal,High_Court,Self_Represented,State_21,2020,3,2,6–12 mo,0,1,0
4045,36-50,Male,Unknown,Minority,Civil,Family,High_Court,Pro_Bono,UT_2,2018,10,0,≤3 mo,0,0,0
4046,18-25,Other,Middle_Income,Senior_Citizen,Civil,Family,High_Court,Self_Represented,State_3,2020,3,3,≤3 mo,0,1,0
4047,18-25,Female,High_Income,SC/ST,Civil,Consumer,High_Court,Self_Represented,State_7,2020,4,2,12-24 mo,1,1,0
4048,26-35,Female,Below_Poverty_Line,Person_with_Disability,Labor/Employment,Workplace_Harassment,High_Court,Self_Represented,State_28,2018,7,6,3–6 mo,0,1,0
4049,18-25,Other,Middle_Income,Senior_Citizen,Other,Miscellaneous,Supreme_Court,Pro_Bono,UT_4,2022,6,2,≤3 mo,0,0,0
4050,26-35,Other,Below_Poverty_Line,None,Property_Dispute,Property_Division,High_Court,Partial_Aid,UT_2,2019,5,3,6–12 mo,0,1,1
4051,26-35,Male,Unknown,Person_with_Disability,Criminal,Bail,District,Partial_Aid,UT_2,2021,7,1,3–6 mo,0,0,0
4052,36-50,Male,Middle_Income,Minority,Domestic_Violence,Protection_Order,District,Full_Aid,State_4,2019,4,0,3–6 mo,0,0,1
4053,51-65,Female,Low_Income,None,Criminal,Acquittal,State,Full_Aid,UT_7,2019,3,2,>24 mo,1,0,0
4054,51-65,Other,Below_Poverty_Line,Minority,Property_Dispute,Property_Division,State,Partial_Aid,State_12,2022,12,4,12-24 mo,1,0,0
4055,51-65,Other,High_Income,Person_with_Disability,Civil,Contract,High_Court,Full_Aid,State_3,2018,3,1,6–12 mo,0,0,0
4056,26-35,Other,Below_Poverty_Line,Senior_Citizen,Labor/Employment,Unfair_Dismissal,District,Full_Aid,State_21,2020,6,3,>24 mo,1,0,1
4057,18-25,Female,High_Income,None,Other,Miscellaneous,District,Pro_Bono,UT_6,2022,3,4,≤3 mo,0,0,0
4058,18-25,Female,Middle_Income,Person_with_Disability,Labor/Employment,Wages,High_Court,Pro_Bono,State_8,2021,5,1,12-24 mo,1,0,0
4059,36-50,Female,Low_Income,Person_with_Disability,Labor/Employment,Unfair_Dismissal,High_Court,Pro_Bono,State_21,2023,8,3,6–12 mo,0,0,0
4060,51-65,Female,High_Income,Senior_Citizen,Civil,Consumer,District,Partial_Aid,State_15,2020,3,3,12-24 mo,1,0,0
4061,18-25,Female,Low_Income,Minority,Labor/Employment,Unfair_Dismissal,High_Court,Pro_Bono,State_7,2022,4,1,≤3 mo,0,1,0
4062,65+,Other,Low_Income,Person_with_Disability,Domestic_Violence,Divorce,District,Pro_Bono,State_14,2019,7,2,>24 mo,1,1,0
4063,26-35,Female,High_Income,SC/ST,Criminal,Sentencing,District,Partial_Aid,UT_4,2022,5,3,≤3 mo,0,1,0
4064,65+,Male,High_Income,Minority,Other,Miscellaneous,State,Full_Aid,UT_3,2021,3,3,>24 mo,1,0,0
4065,36-50,Other,Unknown,Senior_Citizen,Other,Miscellaneous,State,Full_Aid,State_14,2023,7,2,3–6 mo,0,0,0
4066,36-50,Male,Unknown,Person_with_Disability,Property_Dispute,Property_Division,High_Court,Full_Aid,UT_1,2019,6,2,≤3 mo,0,0,0
4067,51-65,Female,High_Income,Senior_Citizen,Labor/Employment,Unfair_Dismissal,District,Self_Represented,State_8,2022,6,3,6–12 mo,0,0,1
4068,18-25,Male,Unknown,SC/ST,Civil,Consumer,High_Court,Pro_Bono,State_21,2018,8,3,6–12 mo,0,1,1
4069,26-35,Other,High_Income,Minority,Property_Dispute,Tenant_Landlord,High_Court,Full_Aid,State_5,2021,13,2,≤3 mo,0,0,1
4070,51-65,Female,Unknown,SC/ST,Property_Dispute,Property_Division,High_Court,Partial_Aid,State_16,2021,5,1,3–6 mo,0,0,1
4071,36-50,Female,Unknown,SC/ST,Property_Dispute,Property_Division,District,Self_Represented,State_20,2018,9,2,3–6 mo,0,1,0
4072,65+,Female,Below_Poverty_Line,None,Criminal,Acquittal,High_Court,Full_Aid,UT_4,2022,10,2,12-24 mo,1,0,0
4073,51-65,Other,Below_Poverty_Line,Senior_Citizen,Property_Dispute,Land_Dispute,High_Court,Pro_Bono,State_7,2020,10,3,>24 mo,1,1,0
4074,65+,Female,Low_Income,Person_with_Disability,Civil,Contract,Supreme_Court,Partial_Aid,State_26,2021,8,1,6–12 mo,0,1,0
4075,65+,Other,Below_Poverty_Line,Person_with_Disability,Civil,Consumer,State,Self_Represented,State_11,2019,6,2,≤3 mo,0,0,0
4076,51-65,Male,Middle_Income,Person_with_Disability,Property_Dispute,Property_Division,High_Court,Full_Aid,State_16,2018,10,1,3–6 mo,0,0,0
4077,18-25,Other,Unknown,None,Criminal,Bail,Supreme_Court,Partial_Aid,State_14,2018,9,2,>24 mo,1,0,0
4078,26-35,Female,Low_Income,Minority,Domestic_Violence,Child_Custody,State,Self_Represented,State_21,2018,8,1,12-24 mo,1,1,0
4079,18-25,Female,Unknown,SC/ST,Property_Dispute,Property_Division,State,Pro_Bono,State_14,2020,5,2,≤3 mo,0,1,0
4080,36-50,Female,Unknown,Minority,Criminal,Appeal,State,Self_Represented,State_13,2020,5,1,≤3 mo,0,1,0
4081,65+,Other,High_Income,Senior_Citizen,Domestic_Violence,Child_Custody,District,Self_Represented,State_4,2023,4,2,>24 mo,1,1,0
4082,18-25,Other,Middle_Income,SC/ST,Property_Dispute,Tenant_Landlord,State,Full_Aid,State_25,2020,4,2,12-24 mo,1,0,0
4083,26-35,Female,Middle_Income,Person_with_Disability,Property_Dispute,Tenant_Landlord,District,Partial_Aid,State_24,2020,11,1,≤3 mo,0,0,1
4084,26-35,Other,Unknown,Minority,Domestic_Violence,Maintenance,High_Court,Partial_Aid,State_24,2021,6,0,6–12 mo,0,1,0
4085,36-50,Other,Middle_Income,Senior_Citizen,Civil,Tort,State,Pro_Bono,State_5,2023,5,2,3–6 mo,0,0,0
4086,65+,Female,High_Income,Senior_Citizen,Labor/Employment,Unfair_Dismissal,High_Court,Full_Aid,State_11,2022,5,2,6–12 mo,0,0,0
4087,36-50,Female,Low_Income,None,Domestic_Violence,Child_Custody,Supreme_Court,Self_Represented,State_28,2020,11,1,≤3 mo,0,1,0
4088,18-25,Male,Low_Income,SC/ST,Domestic_Violence,Maintenance,Supreme_Court,Pro_Bono,State_14,2023,10,2,3–6 mo,0,1,0
4089,65+,Male,Middle_Income,Senior_Citizen,Other,Miscellaneous,Supreme_Court,Pro_Bono,UT_5,2022,6,2,≤3 mo,0,0,0
4090,26-35,Other,Low_Income,Senior_Citizen,Domestic_Violence,Divorce,High_Court,Partial_Aid,State_3,2022,5,1,3–6 mo,0,0,0
4091,36-50,Male,Below_Poverty_Line,Senior_Citizen,Criminal,Sentencing,State,Pro_Bono,State_25,2021,5,3,≤3 mo,0,0,0
4092,65+,Other,Unknown,None,Other,Miscellaneous,High_Court,Self_Represented,State_7,2020,5,1,3–6 mo,0,0,1
4093,65+,Male,Below_Poverty_Line,SC/ST,Domestic_Violence,Protection_Order,State,Partial_Aid,State_7,2023,5,3,>24 mo,1,0,1
4094,18-25,Female,Unknown,None,Domestic_Violence,Maintenance,State,Partial_Aid,UT_8,2020,12,0,≤3 mo,0,1,1
4095,26-35,Female,Low_Income,Minority,Labor/Employment,Workplace_Harassment,State,Full_Aid,State_19,2020,4,2,>24 mo,1,1,0
4096,36-50,Female,Below_Poverty_Line,None,Labor/Employment,Unfair_Dismissal,Supreme_Court,Self_Represented,UT_8,2022,4,5,≤3 mo,0,0,0
4097,65+,Male,Low_Income,Minority,Labor/Employment,Workplace_Harassment,High_Court,Partial_Aid,State_13,2019,5,2,3–6 mo,0,1,0
4098,36-50,Female,Unknown,SC/ST,Domestic_Violence,Maintenance,Supreme_Court,Partial_Aid,State_6,2018,11,5,3–6 mo,0,1,0
4099,26-35,Male,Low_Income,None,Criminal,Appeal,High_Court,Pro_Bono,State_22,2019,7,1,6–12 mo,0,0,0
4100,26-35,Other,High_Income,SC/ST,Domestic_Violence,Maintenance,High_Court,Self_Represented,State_19,2018,1,1,6–12 mo,0,1,0
4101,65+,Other,High_Income,None,Civil,Contract,High_Court,Full_Aid,UT_3,2023,6,1,3–6 mo,0,0,0
4102,65+,Other,Unknown,None,Domestic_Violence,Protection_Order,District,Pro_Bono,UT_8,2023,10,0,3–6 mo,0,1,0
4103,18-25,Other,Below_Poverty_Line,SC/ST,Domestic_Violence,Divorce,District,Pro_Bono,State_22,2018,7,3,3–6 mo,0,0,0
4104,26-35,Female,Low_Income,Senior_Citizen,Domestic_Violence,Maintenance,State,Self_Represented,State_3,2019,10,1,6–12 mo,0,0,0
4105,51-65,Other,High_Income,None,Property_Dispute,Tenant_Landlord,High_Court,Partial_Aid,State_5,2018,7,1,≤3 mo,0,1,0
4106,51-65,Female,Below_Poverty_Line,Senior_Citizen,Other,Miscellaneous,Supreme_Court,Partial_Aid,State_26,2023,4,4,>24 mo,1,0,1
4107,36-50,Female,High_Income,Person_with_Disability,Criminal,Bail,State,Full_Aid,State_10,2021,2,1,3–6 mo,0,1,0
